prot	BRAIN	BROWN_ADIPOSE_TISSUE	HEART	KIDNEY	LIVER	LUNG	PANCREAS	SPLEEN	WHOLE_ORGANISM	tcount	def
O08547	50.1	90.3	14.2	119.0	97.3	193.0	800.0	44.7	103.0	9	UN
Q5UE59	15.5	16.7	5.53	3.08	0.505	77.5	7.75	57.5	30.5	9	UN
P62204	275.0	10.7	16.0	62.0	349.0	159.0	21.9	24.0	742.0	9	UN
P68510	1559.0	132.0	174.0	179.0	106.0	392.0	82.2	295.0	123.0	9	UN
Q99JI6	48.7	148.0	28.1	1045.0	636.0	369.0	240.0	288.0	87.9	9	UN
P60122	62.4	31.0	30.5	105.0	9.43	107.0	5.88	1803.0	160.0	9	UN
Q8BKC5	117.0	122.0	135.0	85.2	20.9	245.0	328.0	658.0	201.0	9	UN
P11983	247.0	378.0	61.0	66.3	134.0	367.0	176.0	3876.0	404.0	9	UN
Q9D0R8	1.67	4.09	2.23	1.8	0.426	4.44	NA	10.2	81.5	8	UN
Q9CPY7-2	104.0	663.0	232.0	939.0	1795.0	177.0	264.0	248.0	276.0	9	UN
P61222	28.6	84.5	28.7	37.1	15.5	84.2	1767.0	123.0	80.2	9	UN
Q9DCL9	19.2	88.3	35.4	101.0	89.1	98.8	50.6	296.0	46.1	9	UN
Q9D1G1	352.0	146.0	47.4	420.0	37.5	291.0	1002.0	91.6	230.0	9	UN
O35381	145.0	190.0	139.0	80.5	16.6	460.0	134.0	13467.0	230.0	9	UN
Q9D031	167.0	170.0	142.0	20.4	129.0	581.0	45.8	236.0	92.7	9	UN
O55135	67.9	11.5	25.0	102.0	31.7	78.8	21.1	40.8	45.1	9	UN
B1AT82	41.2	1.38	0.288	7.77	8.5	13.8	20.8	25.9	12.2	9	UN
Q8CGK3	93.1	1800.0	1378.0	432.0	1000.0	155.0	120.0	188.0	99.6	9	UN
Q9WTM5	174.0	23.0	33.4	24.9	0.691	66.5	7.8	153.0	106.0	9	UN
Q99NB8	28.5	3.22	1.44	0.181	0.086	3.42	32.7	10.8	46.3	9	UN
P50247	54.1	98.8	449.0	452.0	2613.0	176.0	1136.0	991.0	102.0	9	UN
Q7TMK9-2	120.0	78.4	102.0	217.0	173.0	104.0	186.0	124.0	118.0	9	UN
Q99JI4	25.5	52.2	22.5	92.0	42.5	82.2	442.0	196.0	73.2	9	UN
Q8R317-2	85.2	35.7	4.89	22.7	167.0	39.6	46.0	49.6	114.0	9	UN
Q9CZU6	850.0	7809.0	3453.0	601.0	778.0	302.0	190.0	327.0	307.0	9	UN
Q9Z2U0	131.0	173.0	64.4	42.7	1869.0	211.0	176.0	221.0	398.0	9	UN
P15532	823.0	588.0	389.0	515.0	1611.0	627.0	1101.0	476.0	2565.0	9	UN
P09103	877.0	713.0	1431.0	8885.0	12427.0	8237.0	11131.0	3485.0	2612.0	9	UN
O08553	11830.0	430.0	403.0	312.0	95.5	4345.0	257.0	322.0	291.0	9	UN
Q9D7G0	106.0	11.2	56.4	10.2	7.93	108.0	12.0	47.1	129.0	9	UN
Q9WUA2	34.0	164.0	10.2	27.7	15.4	79.5	982.0	1320.0	73.1	9	UN
P07356	26.6	887.0	931.0	725.0	53.0	2799.0	312.0	559.0	592.0	9	UN
A3KFU5	84.6	29.5	485.0	52.7	236.0	93.0	191.0	42.9	58.1	9	UN
E9QB02	16.7	194.0	207.0	102.0	26.7	68.8	789.0	173.0	47.4	9	UN
Q3TJZ6	17.1	11.7	0.275	0.716	18.5	2.9	105.0	6.26	31.8	9	UN
Q9Z0N1	87.1	53.0	36.6	19.3	449.0	91.3	142.0	118.0	257.0	9	UN
Q99PT1	470.0	474.0	322.0	695.0	25.3	1011.0	1043.0	556.0	742.0	9	UN
Q04750	83.1	0.746	73.4	248.0	125.0	104.0	NA	782.0	67.5	8	UN
Q8BG05	1587.0	69.2	1091.0	4136.0	1188.0	1959.0	108.0	1354.0	457.0	9	UN
Q3TW96	2.15	1.02	0.251	206.0	2.31	31.8	17.6	40.0	45.5	9	UN
Q8BML9	17.0	127.0	35.2	116.0	251.0	78.8	864.0	165.0	12.5	9	UN
Q9CW03	106.0	44.4	150.0	395.0	42.4	309.0	50.5	173.0	32.6	9	UN
Q9CZN7	20.1	49.6	47.9	739.0	918.0	35.3	688.0	259.0	84.4	9	UN
P54103	0.25	NA	NA	0.465	0.262	3.27	0.195	33.9	30.0	7	UN
Q60668-3	635.0	97.6	301.0	1621.0	582.0	766.0	104.0	462.0	724.0	9	UN
Q9D883	55.9	3.3	58.9	228.0	62.7	61.4	3.66	8.07	113.0	9	UN
P21550	917.0	716.0	8568.0	157.0	240.0	251.0	20.0	127.0	1537.0	9	UN
P38647	344.0	8528.0	4033.0	3841.0	511.0	1165.0	2262.0	5598.0	577.0	9	UN
Q80ZX0	12.4	12.5	2.36	4.18	1.08	53.3	28.5	27.4	4.09	9	UN
P61087	198.0	52.8	16.4	55.9	7.8	61.9	97.3	75.2	275.0	9	UN
Q922Q8	59.2	27.7	37.1	123.0	1384.0	325.0	296.0	67.4	137.0	9	UN
Q9D706	0.786	2.83	0.238	NA	0.14	4.68	6.45	13.7	23.6	8	UN
Q61206	641.0	30.4	16.1	28.7	1.67	65.1	22.3	49.4	155.0	9	UN
Q6P5H2-2	0.064	3.92	3.31	3.6	0.005	73.3	92.7	1.52	15.2	9	UN
Q8BVY0	0.21	0.398	NA	NA	1.21	NA	9.33	8.69	36.9	6	UN
E9Q3X0	0.217	299.0	298.0	30.1	216.0	302.0	66.0	164.0	98.5	9	UN
Q8JZN5	25.4	563.0	74.1	136.0	57.6	74.2	34.9	92.6	38.0	9	UN
Q9CZ04	17.2	21.6	14.6	8.31	2.39	28.5	38.2	90.7	30.1	9	UN
Q9JIF0-2	142.0	31.0	9.28	20.2	3.3	67.2	83.2	251.0	217.0	9	UN
O08529	169.0	362.0	352.0	129.0	24.6	1246.0	46.3	192.0	10.4	9	UN
P48678	347.0	448.0	999.0	1722.0	534.0	3773.0	198.0	427.0	154.0	9	UN
Q9D8T2	0.079	1.31	0.106	NA	3.33	8.6	NA	17.7	0.737	7	UN
P63038	3299.0	8961.0	9120.0	6643.0	3511.0	3300.0	1830.0	4231.0	3980.0	9	UN
Q5XJY5	36.2	181.0	27.5	63.9	118.0	409.0	601.0	222.0	68.0	9	UN
P61027	88.5	151.0	45.0	247.0	23.7	165.0	281.0	107.0	62.2	9	UN
P17427	492.0	147.0	522.0	513.0	382.0	277.0	109.0	77.6	74.3	9	UN
P57780	141.0	875.0	1092.0	2787.0	783.0	2194.0	201.0	2031.0	369.0	9	UN
Q9ERF3	109.0	20.6	23.9	54.4	75.6	145.0	40.4	58.3	190.0	9	UN
Q61187	7.07	2.64	0.85	2.32	0.479	11.5	9.78	29.2	45.6	9	UN
Q921J2	16.6	28.4	13.9	12.6	3.33	49.8	65.6	17.4	6.07	9	UN
P31230	38.8	41.6	80.9	21.8	24.7	81.9	651.0	118.0	118.0	9	UN
Q8R1Q8	286.0	81.5	53.4	61.4	4.29	190.0	212.0	164.0	60.5	9	UN
P20029	2650.0	1996.0	2566.0	9299.0	4964.0	8555.0	33936.0	4032.0	2285.0	9	UN
Q921F2	401.0	87.8	179.0	514.0	264.0	363.0	127.0	550.0	361.0	9	UN
O88544	54.2	86.3	52.8	26.2	7.25	110.0	86.6	100.0	65.3	9	UN
Q810V0	0.153	0.052	0.168	NA	16.1	13.7	1.45	1.74	27.3	8	UN
Q9ESL4	0.082	12.0	3.88	NA	0.108	56.4	0.336	3.06	1.53	8	UN
Q5SUF2	2.23	3.07	0.273	0.165	0.178	3.32	1.3	0.28	54.0	9	UN
B1AWE0	649.0	84.1	8.53	24.4	36.1	112.0	8.65	24.7	2252.0	9	UN
Q60865	554.0	296.0	103.0	311.0	66.8	206.0	98.7	284.0	136.0	9	UN
B1AU75	0.496	6.13	25.8	20.3	0.732	14.0	3.4	109.0	28.9	9	UN
Q8K1X1	2.17	12.7	NA	3.64	2.26	25.1	594.0	1.45	13.1	8	UN
Q3V117	210.0	8656.0	79.9	325.0	561.0	907.0	536.0	1106.0	221.0	9	UN
P51881	650.0	1825.0	1822.0	1089.0	3473.0	387.0	593.0	3910.0	592.0	9	UN
Q03265	3594.0	2068.0	11747.0	4526.0	3590.0	2640.0	1466.0	4764.0	1587.0	9	UN
Q80UY2	1.36	NA	0.199	NA	1.95	NA	1.28	2.46	40.7	6	UN
Q61990	302.0	104.0	43.4	128.0	209.0	339.0	207.0	266.0	568.0	9	UN
Q4FJZ2	2.49	10.5	1.13	1.14	0.787	6.18	1.29	15.3	76.2	9	UN
Q9DAW6	53.1	1.78	36.8	59.4	109.0	79.8	18.3	5.35	8.69	9	UN
Q6ZQL4	0.181	0.3	0.078	NA	0.053	1.07	3.97	4.74	2.63	8	UN
Q922F4	898.0	67.1	12.9	117.0	6.49	143.0	36.7	99.5	561.0	9	UN
O08810	208.0	29.8	73.6	470.0	312.0	297.0	61.1	169.0	135.0	9	UN
Q9R1P3	75.3	129.0	43.9	226.0	510.0	150.0	374.0	199.0	30.8	9	UN
Q6ZWZ6	14.6	82.2	28.4	17.2	110.0	123.0	973.0	126.0	182.0	9	UN
Q8CI95	1.49	11.1	0.394	0.511	0.205	16.4	0.2	4.33	0.904	9	UN
O35887	12.7	168.0	185.0	76.2	24.2	658.0	279.0	147.0	296.0	9	UN
P09405	647.0	506.0	3569.0	2546.0	862.0	861.0	1873.0	8768.0	910.0	9	UN
Q9CR00	188.0	3.0	20.5	15.9	5.31	27.4	5.86	30.6	41.3	9	UN
Q9WTX6	37.1	16.9	15.3	20.0	6.41	24.4	39.2	111.0	45.5	9	UN
Q61753	137.0	42.6	16.9	8.44	0.547	31.8	1059.0	154.0	75.3	9	UN
Q64514-2	195.0	247.0	145.0	72.3	25.8	233.0	346.0	355.0	57.5	9	UN
P50396	1293.0	265.0	49.2	168.0	97.9	303.0	144.0	159.0	86.5	9	UN
O88811	0.632	2.76	0.582	0.193	0.179	6.44	2.26	4.86	55.8	9	UN
Q99LD9	12.8	3.13	0.393	2.5	1.7	3.31	228.0	24.1	60.7	9	UN
Q9Z0W3	0.541	3.38	0.053	0.22	1.35	4.09	0.425	20.5	18.1	9	UN
Q62318	219.0	167.0	71.4	104.0	130.0	581.0	166.0	3872.0	1142.0	9	UN
Q922Q4	16.6	7.08	5.29	2.1	0.058	37.5	409.0	38.6	13.4	9	UN
O70400	15.3	14.6	314.0	0.796	18.7	452.0	377.0	226.0	57.1	9	UN
P61290	236.0	24.9	5.14	12.0	6.76	34.6	45.3	184.0	24.7	9	UN
Q9CU62	89.2	23.2	51.9	382.0	87.1	276.0	46.9	949.0	18.8	9	UN
P46460	2161.0	150.0	14.5	113.0	6.61	199.0	120.0	1774.0	76.8	9	UN
P07901	2867.0	2250.0	912.0	1522.0	2598.0	2754.0	1179.0	6410.0	440.0	9	UN
E9Q616	49.9	4435.0	1484.0	2.47	22.7	11848.0	768.0	1664.0	29.2	9	UN
E9QKZ2	15.3	114.0	21.6	40.7	7.31	83.3	34.3	53.8	36.6	9	UN
Q8BK67	2.62	3.15	15.0	0.225	0.401	83.5	33.5	167.0	29.8	9	UN
Q9EST5	5.65	62.0	12.8	29.1	4.05	51.8	13.3	87.8	40.8	9	UN
Q91XH5	78.5	288.0	58.3	146.0	1558.0	133.0	83.3	73.2	108.0	9	UN
P42932	163.0	488.0	180.0	398.0	176.0	532.0	660.0	5238.0	423.0	9	UN
Q9D832	5.91	6.43	9.62	1.26	0.654	75.2	10.5	32.7	24.8	9	UN
F8WJG3	92.5	NA	22.0	497.0	228.0	52.2	1.87	4.65	126.0	8	UN
P24527	361.0	240.0	402.0	396.0	81.5	964.0	178.0	1897.0	126.0	9	UN
Q9Z1X4-2	309.0	8.88	127.0	327.0	109.0	91.7	11.8	39.9	89.0	9	UN
Q9CQE8	509.0	81.1	56.2	212.0	39.3	197.0	520.0	121.0	129.0	9	UN
P50431	0.056	144.0	1.42	234.0	816.0	7.5	73.7	253.0	149.0	9	UN
Q61024	45.4	63.4	0.729	NA	0.085	27.3	859.0	78.3	154.0	8	UN
Q91VI7	9.6	95.1	403.0	226.0	457.0	122.0	4005.0	232.0	230.0	9	UN
P47963	122.0	26.2	52.0	62.2	1797.0	160.0	111.0	22.5	509.0	9	UN
P48962	1187.0	1944.0	7403.0	891.0	102.0	525.0	429.0	302.0	478.0	9	UN
P63328-2	650.0	6.6	0.992	0.711	0.298	67.9	2.52	13.9	35.0	9	UN
Q9Z204-2	45.7	54.7	9.74	24.0	55.1	114.0	93.1	4379.0	279.0	9	UN
Q9QXS1-2	160.0	487.0	82.8	104.0	695.0	1575.0	52.9	367.0	96.4	9	UN
O09061	52.6	220.0	37.3	177.0	98.1	205.0	677.0	314.0	390.0	9	UN
P12815	12.3	43.4	3.29	102.0	47.5	103.0	159.0	120.0	15.8	9	UN
Q8C7R4	10.7	17.0	10.5	13.7	5.01	45.3	66.1	65.4	44.6	9	UN
Q3TYX3	1.56	1.3	NA	0.415	0.128	0.263	8.35	1.16	53.2	8	UN
P16460	16.7	55.6	18.7	2845.0	3117.0	176.0	277.0	159.0	983.0	9	UN
Q8VCT3	30.9	87.2	7.25	54.7	5.04	122.0	286.0	45.2	51.2	9	UN
Q05CL8	19.9	NA	22.0	29.9	32.2	NA	0.229	4.61	28.1	7	UN
Q9DBH5	9.4	58.9	18.0	76.6	57.9	94.6	62.1	59.4	94.5	9	UN
Q8BG32	45.0	175.0	52.6	214.0	114.0	242.0	675.0	419.0	179.0	9	UN
Q9Z110-2	5.8	4.05	1.38	NA	0.063	12.3	233.0	118.0	21.7	8	UN
Q6P1G0	0.111	0.154	0.003	0.043	0.065	0.769	1.23	2.31	0.183	9	UN
P61089	212.0	150.0	380.0	213.0	87.7	248.0	202.0	131.0	331.0	9	UN
Q810A7	2.14	8.8	16.9	23.8	25.8	50.0	6.08	33.7	9.55	9	UN
Q6A0A9	14.7	105.0	15.2	49.7	34.6	141.0	274.0	35.4	29.8	9	UN
Q9QZD9	161.0	92.4	89.3	60.3	104.0	291.0	199.0	268.0	135.0	9	UN
Q52KI8-2	79.2	13.5	0.856	NA	0.553	10.5	14.3	28.0	106.0	8	UN
Q8CGC7	171.0	534.0	218.0	303.0	584.0	496.0	1625.0	659.0	81.8	9	UN
Q61029	152.0	11.2	106.0	1134.0	134.0	394.0	5.82	112.0	60.8	9	UN
Q9R190	0.79	3.5	29.4	30.0	20.4	100.0	20.2	22.4	18.0	9	UN
Q8VIJ6	826.0	73.9	661.0	2449.0	826.0	1195.0	43.7	163.0	302.0	9	UN
Q9D8W5	84.6	132.0	1405.0	54.7	21.9	147.0	145.0	249.0	146.0	9	UN
P40336	30.4	107.0	40.5	35.2	6.58	91.1	7.7	77.8	74.8	9	UN
P32067	432.0	26.8	172.0	756.0	181.0	434.0	206.0	4657.0	266.0	9	UN
Q9DCC5	248.0	28.6	33.6	266.0	75.0	157.0	14.8	55.1	115.0	9	UN
Q8CHW4	3.05	19.6	1.01	5.52	3.11	12.5	204.0	47.2	28.1	9	UN
Q9DCE5	0.134	0.23	0.046	NA	0.067	1.02	3.16	4.68	75.0	8	UN
Q91YT7	0.055	0.489	0.183	1.03	0.121	0.852	1.4	3.65	6.55	9	UN
Q9D554	113.0	13.8	37.5	322.0	147.0	113.0	22.7	61.2	77.6	9	UN
P62849-2	27.2	87.0	69.4	63.9	2566.0	124.0	797.0	162.0	735.0	9	UN
Q8BFY9-2	7.86	31.9	4.12	29.3	7.63	62.5	35.1	132.0	120.0	9	UN
Q9R1P4	1497.0	160.0	298.0	526.0	507.0	513.0	315.0	499.0	1267.0	9	UN
O88543	135.0	32.7	22.9	31.2	15.3	116.0	23.8	45.2	102.0	9	UN
P54775	868.0	59.6	125.0	66.8	145.0	285.0	62.9	160.0	363.0	9	UN
Q91WM3	6.85	NA	0.91	NA	36.2	0.331	0.693	NA	23.4	6	UN
Q3TWV4	419.0	35.5	28.2	33.5	83.9	293.0	21.0	45.8	83.4	9	UN
Q6P9R2	1.25	32.4	2.42	6.02	3.07	34.2	6.5	44.7	71.4	9	UN
Q78PY7	214.0	359.0	468.0	874.0	1285.0	721.0	14730.0	404.0	156.0	9	UN
Q91VR5	162.0	147.0	471.0	370.0	389.0	263.0	843.0	1338.0	102.0	9	UN
P53996-2	20.0	19.1	4.9	17.3	7.46	63.0	59.9	73.1	287.0	9	UN
Q9D0I9	48.5	75.6	70.0	154.0	96.3	166.0	1219.0	315.0	54.9	9	UN
E9Q586	808.0	398.0	342.0	418.0	8.19	971.0	309.0	277.0	53.9	9	UN
E9Q634	0.135	0.85	2.07	1.45	1.37	6.91	217.0	23.9	5.3	9	UN
Q8R010	13.1	21.0	17.0	53.8	26.3	30.1	54.2	60.1	141.0	9	UN
Q9JK23	7.61	5.23	3.52	7.55	1.09	5.87	11.1	14.4	65.4	9	UN
Q8VDD5	214.0	2526.0	2259.0	5056.0	4509.0	11115.0	2066.0	7728.0	196.0	9	UN
Q6P069-2	33.0	16.0	18.0	124.0	11.8	148.0	32.1	220.0	88.3	9	UN
Q9ERU9	42.6	28.5	0.409	119.0	62.9	115.0	132.0	117.0	24.7	9	UN
O70503	73.1	347.0	19.2	117.0	109.0	168.0	66.9	49.3	86.3	9	UN
O08579	16.5	2.76	5.22	0.351	3.42	9.03	0.281	22.7	96.4	9	UN
A2AT37	1.16	1.98	0.169	0.05	0.029	1.08	23.6	21.9	1.13	9	UN
Q8VC28	0.222	8.28	2.8	6.04	221.0	12.5	61.8	33.1	36.6	9	UN
Q99JY9	276.0	185.0	32.2	205.0	77.4	496.0	90.6	738.0	237.0	9	UN
Q9DB05	509.0	100.0	37.4	127.0	129.0	210.0	106.0	127.0	33.2	9	UN
F6QCI0	1.46	397.0	30.4	1.12	9.08	51.5	26.5	23.1	41.8	9	UN
P70318	16.8	3.68	0.414	1.05	8.49	9.44	3.11	28.1	13.2	9	UN
Q9CPP0	0.08	NA	NA	4.7	NA	NA	5.14	38.5	261.0	5	UN
O54833	21.1	3.07	0.052	NA	2.03	16.5	5.6	14.5	8.34	8	UN
Q80SW1	161.0	512.0	3.31	40.5	3.78	61.5	468.0	36.4	20.7	9	UN
O54825	NA	NA	NA	NA	NA	NA	7.11	6.07	38.5	3	UN
Q9D0R2	36.1	118.0	26.7	61.3	1350.0	138.0	1651.0	173.0	13.4	9	UN
Q921M3	57.7	32.5	91.7	161.0	188.0	116.0	5.26	159.0	96.6	9	UN
A2AVJ7	1.99	403.0	252.0	178.0	3177.0	726.0	2382.0	167.0	106.0	9	UN
Q99K28	1.1	8.71	16.2	0.638	2.06	19.0	11.9	9.05	5.84	9	UN
Q08093	0.288	6.15	4.47	39.3	0.543	757.0	0.728	264.0	35.3	9	UN
P50580	139.0	153.0	142.0	800.0	403.0	653.0	538.0	1690.0	422.0	9	UN
P62869	1753.0	117.0	35.7	81.0	13.5	158.0	147.0	34.2	276.0	9	UN
Q8BIJ6	81.2	901.0	860.0	138.0	565.0	112.0	87.5	66.2	42.6	9	UN
P57784	7.88	9.21	27.6	64.6	57.4	67.5	11.9	45.0	198.0	9	UN
Q8CH18-3	46.4	11.9	67.3	218.0	267.0	124.0	4.9	39.7	38.5	9	UN
Q9CX34	63.5	77.4	9.39	19.0	5.87	67.1	70.2	110.0	187.0	9	UN
Q91VH6	14.0	24.8	7.65	15.5	5.64	19.7	8.0	65.0	23.7	9	UN
Q6NXI6-2	0.193	NA	NA	NA	NA	NA	0.035	2.86	11.1	4	UN
Q8K363	0.117	0.319	NA	NA	28.2	0.086	NA	0.961	45.1	6	UN
Q60973	90.7	7.61	43.3	44.0	107.0	121.0	1.5	148.0	2303.0	9	UN
P68040	785.0	887.0	425.0	287.0	575.0	1256.0	2469.0	4418.0	1020.0	9	UN
P32020	15.1	531.0	1192.0	440.0	2641.0	462.0	46.9	129.0	476.0	9	UN
Q60972	147.0	44.4	59.2	101.0	203.0	135.0	11.8	278.0	2807.0	9	UN
Q8C5R8	28.7	13.1	3.74	2.48	6.47	25.5	20.7	75.6	5.45	9	UN
Q9ERK4	152.0	213.0	58.1	331.0	90.7	215.0	1231.0	2326.0	129.0	9	UN
Q3U7R1	11.9	241.0	39.2	33.6	90.4	828.0	116.0	304.0	9.52	9	UN
P62317	15.2	7.51	1.55	13.5	127.0	23.7	61.2	5888.0	919.0	9	UN
Q61425	39.8	9160.0	1578.0	4275.0	1357.0	1272.0	995.0	180.0	930.0	9	UN
Q921Y0	0.843	5.22	0.616	5.72	0.371	17.5	11.6	10.2	8.1	9	UN
Q99NB9	271.0	34.4	200.0	875.0	455.0	592.0	37.3	780.0	110.0	9	UN
P84244	289.0	183.0	118.0	530.0	1229.0	363.0	434.0	165.0	3823.0	9	UN
Q8CG48	NA	0.434	0.034	0.712	0.297	12.6	48.2	388.0	24.1	8	UN
Q9WUM4	49.7	17.5	16.0	47.1	51.1	192.0	8.45	98.5	52.2	9	UN
Q6PGL7	31.1	5.13	2.02	0.402	0.642	99.1	67.7	12.8	36.1	9	UN
Q8BHN3	363.0	731.0	80.7	949.0	1324.0	1445.0	421.0	414.0	207.0	9	UN
Q6NZR5	8.44	23.4	2.25	14.9	5.69	49.2	322.0	36.6	1.04	9	UN
Q8VH51-2	151.0	18.6	51.7	328.0	353.0	128.0	17.7	59.2	104.0	9	UN
Q62167	132.0	114.0	138.0	133.0	129.0	245.0	181.0	98.3	108.0	9	UN
Q9R0N0	241.0	10.9	2.44	92.7	43.0	23.7	376.0	80.9	13.8	9	UN
Q8BTS4	13.4	5.26	1.07	29.7	0.185	4.77	23.0	16.5	41.6	9	UN
Q9JKF1	16.7	580.0	382.0	931.0	34.0	1736.0	892.0	3939.0	138.0	9	UN
P26039	199.0	3321.0	1820.0	2137.0	2508.0	5336.0	1004.0	6034.0	113.0	9	UN
P48428	1868.0	337.0	103.0	212.0	36.0	279.0	787.0	155.0	264.0	9	UN
Q6P1F6	139.0	14.4	7.56	3.51	0.508	24.6	72.3	24.6	115.0	9	UN
P51660	100.0	335.0	726.0	1798.0	1988.0	549.0	6.39	31.8	283.0	9	UN
O08583	90.9	6.11	75.2	368.0	34.3	136.0	16.4	25.7	413.0	9	UN
Q8VDW0	51.6	10.9	1.74	24.4	29.0	9.11	7.93	72.2	65.7	9	UN
P97494	46.8	10.0	9.02	393.0	133.0	154.0	118.0	68.2	22.9	9	UN
Q9JKR6	307.0	502.0	124.0	926.0	785.0	1368.0	8682.0	423.0	250.0	9	UN
Q3U821	NA	0.031	NA	NA	NA	NA	NA	1.02	1.99	3	UN
Q99ME9	0.059	4.17	NA	19.8	16.1	13.0	23.8	7.71	22.9	8	UN
Q9D0E1-2	317.0	96.8	239.0	1165.0	561.0	818.0	31.9	3465.0	378.0	9	UN
G5E884	306.0	0.651	0.553	0.198	0.022	1.59	0.227	10.1	44.8	9	UN
Q9QZD8	3.28	49.5	4.62	844.0	74.5	75.0	174.0	10.7	62.6	9	UN
Q62186	13.1	36.8	3.59	47.8	26.3	49.1	201.0	52.6	119.0	9	UN
G3XA17	6.35	62.1	521.0	6.43	4.21	35.2	47.2	55.9	41.1	9	UN
Q76MZ3	876.0	583.0	483.0	572.0	178.0	871.0	571.0	543.0	326.0	9	UN
A0A087WQQ5	87.8	8.8	306.0	43.1	13.5	254.0	124.0	34.6	24.4	9	UN
Q60715	0.307	4.28	3.91	114.0	0.234	144.0	0.508	7.12	16.5	9	UN
O55029	31.4	278.0	53.1	311.0	957.0	401.0	2278.0	299.0	55.4	9	UN
P14685	49.4	261.0	34.0	43.8	54.3	75.0	121.0	254.0	91.0	9	UN
Q8BMJ3	3.14	12.2	2.54	9.69	155.0	19.1	68.4	27.1	173.0	9	UN
Q6ZWM4	24.0	5.65	15.9	48.9	236.0	7.44	26.6	9.7	34.5	9	UN
Q60605-2	583.0	227.0	81.6	127.0	130.0	1042.0	176.0	636.0	429.0	9	UN
P35979	4.11	25.8	2.75	3.45	247.0	9.31	99.1	21.3	1034.0	9	UN
Q9ESW4	17.0	58.7	7.17	29.8	11.4	6.9	6.64	13.5	4.68	9	UN
Q7TPV4	47.4	13.9	149.0	217.0	207.0	210.0	256.0	1107.0	198.0	9	UN
Q7TT37	5.7	8.98	3.17	3.31	0.85	9.32	184.0	65.2	35.4	9	UN
Q60597	273.0	4742.0	8006.0	1628.0	207.0	833.0	104.0	259.0	226.0	9	UN
E9Q0A7	153.0	16.1	3.73	NA	1.63	7.68	11.8	15.1	32.0	8	UN
Q8VBT9	5.21	NA	0.659	5.29	1.29	5.39	5.05	14.8	49.9	8	UN
P21126	23.5	24.3	9.91	25.0	8.43	48.6	14.0	17.3	159.0	9	UN
Q9Z1G3	181.0	31.1	3.07	168.0	2.85	25.7	13.3	72.1	49.6	9	UN
P14869	196.0	301.0	138.0	25.0	211.0	322.0	976.0	5709.0	656.0	9	UN
O35691	105.0	4.86	81.4	396.0	70.1	109.0	4.81	32.9	39.9	9	UN
Q61599	19.4	27.6	43.0	129.0	7.28	278.0	6.01	1239.0	139.0	9	UN
Q9DB96	NA	NA	NA	NA	12.1	NA	NA	NA	34.0	2	UN
Q9DBG5	2.72	56.7	934.0	15.1	12.8	196.0	53.6	62.4	144.0	9	UN
Q99K48	592.0	62.7	354.0	793.0	496.0	572.0	64.3	187.0	431.0	9	UN
Q3V1V3	NA	0.581	0.004	NA	0.018	0.21	NA	0.845	25.3	6	UN
D3Z7P3	118.0	9.36	14.5	136.0	1.07	32.0	13.1	84.2	48.9	9	UN
Q80XC2	21.2	0.081	NA	NA	12.1	0.155	3.15	3.86	3.26	7	UN
E9PU87	4.89	NA	0.986	0.054	0.025	0.112	NA	0.103	1.91	7	UN
Q8CDN6	557.0	42.2	35.8	21.4	15.1	58.6	75.0	173.0	528.0	9	UN
Q61576	0.109	0.705	0.988	1.37	0.012	17.0	NA	1.73	2.63	8	UN
Q8C0N2	0.675	NA	0.051	0.11	6.32	NA	NA	NA	1.18	5	UN
P61211	14.0	20.1	3.1	73.6	27.3	29.9	33.8	39.7	128.0	9	UN
Q8CIH9	0.32	1.12	0.186	NA	0.456	3.98	2.34	29.6	3.03	8	UN
Q6PGC1	0.369	7.37	0.68	4.17	1.18	31.9	191.0	64.7	13.2	9	UN
Q9Z2X1	143.0	269.0	123.0	224.0	236.0	469.0	95.9	821.0	860.0	9	UN
Q9CS42	186.0	0.757	1.48	164.0	2.06	12.6	24.1	35.6	15.0	9	UN
Q921M7	106.0	31.0	17.0	9.32	0.313	140.0	35.0	320.0	118.0	9	UN
P62270	13.8	72.7	14.5	48.1	1724.0	53.7	703.0	76.8	471.0	9	UN
Q9D1J3	84.0	0.846	2.68	15.2	0.764	16.8	14.2	38.7	14.8	9	UN
D3Z2J3	10.6	13.1	1.01	1.16	0.213	8.14	43.7	6.44	14.2	9	UN
Q9WTX5	994.0	124.0	34.8	199.0	3236.0	127.0	120.0	200.0	286.0	9	UN
P28352	16.0	16.4	4.69	26.2	35.3	45.9	127.0	108.0	213.0	9	UN
Q9CZE3	NA	0.04	0.031	0.263	25.6	3.09	4.92	9.98	2.45	8	UN
Q9JKX6	20.1	82.4	3.8	12.7	2.89	61.7	34.7	73.4	163.0	9	UN
Q60854	23.3	206.0	673.0	38.3	6.27	653.0	180.0	536.0	75.4	9	UN
Q63829	3.48	6.43	0.965	51.3	4.17	38.1	38.4	36.8	15.3	9	UN
Q9Z1Q5	561.0	91.1	50.1	1245.0	8.12	480.0	133.0	4238.0	271.0	9	UN
Q9JI10	NA	1.35	0.187	NA	0.135	11.5	0.294	15.3	12.9	7	UN
Q60866	0.198	8.93	4.17	1286.0	411.0	7.93	12.6	3.05	34.1	9	UN
Q6PB66	121.0	2559.0	556.0	543.0	134.0	136.0	218.0	938.0	59.4	9	UN
